round_num,grand_prix,constructor,driver,lap,position,tyre_compound,tyre_life,sector_1_time,sector_2_time,sector_3_time,lap_time
3,Japanese Grand Prix,Racing Bulls,LAW,6,12,MEDIUM,6,35.93,43.046,18.23,97.206
3,Japanese Grand Prix,Racing Bulls,LAW,7,12,MEDIUM,7,35.518,42.804,18.25,96.572
3,Japanese Grand Prix,Racing Bulls,LAW,8,12,MEDIUM,8,35.432,42.745,18.255,96.432
3,Japanese Grand Prix,Racing Bulls,LAW,9,12,MEDIUM,9,35.473,42.876,18.28,96.629
3,Japanese Grand Prix,Racing Bulls,LAW,10,12,MEDIUM,10,35.498,42.823,18.297,96.618
3,Japanese Grand Prix,Racing Bulls,LAW,11,12,MEDIUM,11,35.683,42.706,18.161,96.55
3,Japanese Grand Prix,Racing Bulls,LAW,12,12,MEDIUM,12,35.79,43.118,18.35,97.258
3,Japanese Grand Prix,Racing Bulls,LAW,13,12,MEDIUM,13,36.312,42.621,18.116,97.049
3,Japanese Grand Prix,Racing Bulls,LAW,14,12,MEDIUM,14,,42.781,18.278,97.013
3,Japanese Grand Prix,Racing Bulls,LAW,15,12,MEDIUM,15,35.735,42.811,18.18,96.726
3,Japanese Grand Prix,Racing Bulls,LAW,16,12,MEDIUM,16,35.828,42.818,18.176,96.822
3,Japanese Grand Prix,Racing Bulls,LAW,17,12,MEDIUM,17,35.843,42.716,18.161,96.72
3,Japanese Grand Prix,Racing Bulls,LAW,18,11,MEDIUM,18,35.879,42.537,18.188,96.604
3,Japanese Grand Prix,Racing Bulls,LAW,19,11,MEDIUM,19,35.815,42.626,18.275,96.716
3,Japanese Grand Prix,Racing Bulls,LAW,20,9,MEDIUM,20,35.66,42.435,18.347,96.442
3,Japanese Grand Prix,Racing Bulls,LAW,21,9,MEDIUM,21,35.509,42.408,18.263,96.18
3,Japanese Grand Prix,Racing Bulls,LAW,22,10,MEDIUM,22,41.836,58.157,26.321,126.314
3,Japanese Grand Prix,Racing Bulls,LAW,23,10,HARD,1,63.403,59.478,22.095,144.976
3,Japanese Grand Prix,Racing Bulls,LAW,24,9,HARD,2,38.812,60.958,25.726,125.496
3,Japanese Grand Prix,Racing Bulls,LAW,25,9,HARD,3,49.682,72.857,27.694,
3,Japanese Grand Prix,Racing Bulls,LAW,26,9,HARD,4,53.98,64.82,28.296,147.096
3,Japanese Grand Prix,Racing Bulls,LAW,27,9,HARD,5,47.777,62.67,27.6,138.047
3,Japanese Grand Prix,Racing Bulls,LAW,28,9,HARD,6,35.951,42.587,17.838,96.376
3,Japanese Grand Prix,Racing Bulls,LAW,29,9,HARD,7,34.933,42.068,17.924,94.925
3,Japanese Grand Prix,Racing Bulls,LAW,30,9,HARD,8,34.844,42.041,17.975,94.86
3,Japanese Grand Prix,Racing Bulls,LAW,31,9,HARD,9,34.75,41.936,18.03,94.716
3,Japanese Grand Prix,Racing Bulls,LAW,32,9,HARD,10,34.705,41.903,18.039,94.647
3,Japanese Grand Prix,Racing Bulls,LAW,33,9,HARD,11,34.796,41.974,18.003,94.773
3,Japanese Grand Prix,Racing Bulls,LAW,34,9,HARD,12,34.755,42.038,18.057,94.85
3,Japanese Grand Prix,Racing Bulls,LAW,35,9,HARD,13,34.732,41.99,18.277,94.999
3,Japanese Grand Prix,Racing Bulls,LAW,36,9,HARD,14,34.706,41.784,18.091,94.581
3,Japanese Grand Prix,Racing Bulls,LAW,37,9,HARD,15,34.715,41.969,18.254,94.938
3,Japanese Grand Prix,Racing Bulls,LAW,38,9,HARD,16,34.593,41.826,18.017,94.436
3,Japanese Grand Prix,Racing Bulls,LAW,39,9,HARD,17,34.592,41.87,18.064,94.526
3,Japanese Grand Prix,Racing Bulls,LAW,40,9,HARD,18,34.759,41.921,18.199,94.879
3,Japanese Grand Prix,Racing Bulls,LAW,41,9,HARD,19,34.761,41.874,18.161,94.796
3,Japanese Grand Prix,Racing Bulls,LAW,42,9,HARD,20,34.833,41.941,18.152,94.926
3,Japanese Grand Prix,Racing Bulls,LAW,43,9,HARD,21,34.826,41.847,18.197,94.87
3,Japanese Grand Prix,Racing Bulls,LAW,44,9,HARD,22,34.966,41.779,18.137,94.882
3,Japanese Grand Prix,Racing Bulls,LAW,45,9,HARD,23,34.847,41.817,18.13,94.794
3,Japanese Grand Prix,Racing Bulls,LAW,46,9,HARD,24,34.835,41.832,18.16,94.827
3,Japanese Grand Prix,Racing Bulls,LAW,47,9,HARD,25,34.978,41.895,18.082,94.955
3,Japanese Grand Prix,Racing Bulls,LAW,48,9,HARD,26,34.762,41.778,18.128,94.668
3,Japanese Grand Prix,Racing Bulls,LAW,49,9,HARD,27,34.886,41.726,18.089,94.701
3,Japanese Grand Prix,Racing Bulls,LAW,50,9,HARD,28,34.864,41.727,18.043,94.634
3,Japanese Grand Prix,Racing Bulls,LAW,51,9,HARD,29,34.717,41.585,18.039,94.341
3,Japanese Grand Prix,Racing Bulls,LAW,52,9,HARD,30,34.761,41.545,17.989,94.295
3,Japanese Grand Prix,Racing Bulls,LAW,53,9,HARD,31,34.632,41.733,17.865,94.23
3,Japanese Grand Prix,Haas F1 Team,OCO,1,11,MEDIUM,1,,43.267,18.305,101.913
3,Japanese Grand Prix,Haas F1 Team,OCO,2,11,MEDIUM,2,35.386,42.561,18.707,96.654
3,Japanese Grand Prix,Haas F1 Team,OCO,3,10,MEDIUM,3,35.745,42.33,18.019,96.094
3,Japanese Grand Prix,Haas F1 Team,OCO,4,10,MEDIUM,4,35.434,42.395,18.127,95.956
3,Japanese Grand Prix,Haas F1 Team,OCO,5,10,MEDIUM,5,35.492,42.449,18.805,96.746
3,Japanese Grand Prix,Haas F1 Team,OCO,6,9,MEDIUM,6,35.711,42.569,18.27,96.55
3,Japanese Grand Prix,Haas F1 Team,OCO,7,9,MEDIUM,7,35.524,42.604,18.16,96.288
3,Japanese Grand Prix,Haas F1 Team,OCO,8,9,MEDIUM,8,35.434,42.322,18.066,95.822
3,Japanese Grand Prix,Haas F1 Team,OCO,9,9,MEDIUM,9,35.423,42.669,18.265,96.357
3,Japanese Grand Prix,Haas F1 Team,OCO,10,9,MEDIUM,10,35.578,42.565,18.287,96.43
3,Japanese Grand Prix,Haas F1 Team,OCO,11,9,MEDIUM,11,35.581,42.633,18.262,96.476
3,Japanese Grand Prix,Haas F1 Team,OCO,12,9,MEDIUM,12,35.653,42.664,18.276,96.593
3,Japanese Grand Prix,Haas F1 Team,OCO,13,9,MEDIUM,13,35.759,42.592,18.408,96.759
3,Japanese Grand Prix,Haas F1 Team,OCO,14,9,MEDIUM,14,35.739,42.639,18.328,96.706
3,Japanese Grand Prix,Haas F1 Team,OCO,15,9,MEDIUM,15,35.693,42.586,18.329,96.608
3,Japanese Grand Prix,Haas F1 Team,OCO,16,9,MEDIUM,16,35.75,42.699,18.33,96.779
3,Japanese Grand Prix,Haas F1 Team,OCO,17,9,MEDIUM,17,35.687,42.719,19.051,97.457
3,Japanese Grand Prix,Haas F1 Team,OCO,18,9,MEDIUM,18,35.804,42.384,18.268,96.456
3,Japanese Grand Prix,Haas F1 Team,OCO,19,9,MEDIUM,19,35.524,42.361,21.014,98.899
3,Japanese Grand Prix,Haas F1 Team,OCO,20,14,HARD,1,56.587,41.917,18.415,116.919
3,Japanese Grand Prix,Haas F1 Team,OCO,21,14,HARD,2,34.854,42.212,22.006,99.072
3,Japanese Grand Prix,Haas F1 Team,OCO,22,14,HARD,3,49.401,53.717,22.564,125.682
3,Japanese Grand Prix,Haas F1 Team,OCO,23,12,HARD,4,45.337,59.938,22.713,127.988
3,Japanese Grand Prix,Haas F1 Team,OCO,24,11,HARD,5,38.04,62.059,24.338,124.437
3,Japanese Grand Prix,Haas F1 Team,OCO,25,11,HARD,6,49.613,73.53,27.467,
3,Japanese Grand Prix,Haas F1 Team,OCO,26,11,HARD,7,53.51,65.081,29.498,148.089
3,Japanese Grand Prix,Haas F1 Team,OCO,27,11,HARD,8,46.806,61.886,27.18,135.872
3,Japanese Grand Prix,Haas F1 Team,OCO,28,11,HARD,9,35.637,42.438,18.565,96.64
3,Japanese Grand Prix,Haas F1 Team,OCO,29,10,HARD,10,34.967,41.652,17.809,94.428
3,Japanese Grand Prix,Haas F1 Team,OCO,30,10,HARD,11,34.906,42.002,17.964,94.872
3,Japanese Grand Prix,Haas F1 Team,OCO,31,10,HARD,12,34.816,41.835,17.98,94.631
3,Japanese Grand Prix,Haas F1 Team,OCO,32,10,HARD,13,34.937,41.793,17.935,94.665
3,Japanese Grand Prix,Haas F1 Team,OCO,33,10,HARD,14,34.877,41.879,17.941,94.697
3,Japanese Grand Prix,Haas F1 Team,OCO,34,10,HARD,15,34.848,41.837,18.088,94.773
3,Japanese Grand Prix,Haas F1 Team,OCO,35,10,HARD,16,34.875,41.765,18.241,94.881
3,Japanese Grand Prix,Haas F1 Team,OCO,36,10,HARD,17,35.01,41.69,18.017,94.717
3,Japanese Grand Prix,Haas F1 Team,OCO,37,10,HARD,18,34.796,41.713,18.349,94.858
3,Japanese Grand Prix,Haas F1 Team,OCO,38,10,HARD,19,35.085,41.782,18.011,94.878
3,Japanese Grand Prix,Haas F1 Team,OCO,39,10,HARD,20,34.724,41.705,17.919,94.348
3,Japanese Grand Prix,Haas F1 Team,OCO,40,10,HARD,21,34.907,41.793,18.089,94.789
3,Japanese Grand Prix,Haas F1 Team,OCO,41,10,HARD,22,34.891,41.848,18.048,94.787
3,Japanese Grand Prix,Haas F1 Team,OCO,42,10,HARD,23,35.039,41.7,18.164,94.903
3,Japanese Grand Prix,Haas F1 Team,OCO,43,10,HARD,24,35.056,41.752,18.055,94.863
3,Japanese Grand Prix,Haas F1 Team,OCO,44,10,HARD,25,35.191,41.683,18.094,94.968
3,Japanese Grand Prix,Haas F1 Team,OCO,45,10,HARD,26,35.109,41.755,18.103,94.967
3,Japanese Grand Prix,Haas F1 Team,OCO,46,10,HARD,27,35.019,41.713,18.053,94.785
3,Japanese Grand Prix,Haas F1 Team,OCO,47,10,HARD,28,35.092,41.752,18.073,94.917
3,Japanese Grand Prix,Haas F1 Team,OCO,48,10,HARD,29,34.981,41.62,18.091,94.692
3,Japanese Grand Prix,Haas F1 Team,OCO,49,10,HARD,30,35.057,41.698,18.011,94.766
3,Japanese Grand Prix,Haas F1 Team,OCO,50,10,HARD,31,34.997,41.675,17.997,94.669
3,Japanese Grand Prix,Haas F1 Team,OCO,51,10,HARD,32,35.044,41.452,17.893,94.389
3,Japanese Grand Prix,Haas F1 Team,OCO,52,10,HARD,33,34.846,41.504,17.918,94.268
3,Japanese Grand Prix,Haas F1 Team,OCO,53,10,HARD,34,34.859,41.56,17.837,94.256
3,Japanese Grand Prix,Racing Bulls,LIN,1,9,MEDIUM,1,,43.187,18.012,100.66
3,Japanese Grand Prix,Racing Bulls,LIN,2,8,MEDIUM,2,35.265,42.825,18.084,96.174
3,Japanese Grand Prix,Racing Bulls,LIN,3,8,MEDIUM,3,35.347,42.792,18.094,96.233
3,Japanese Grand Prix,Racing Bulls,LIN,4,8,MEDIUM,4,35.296,42.736,18.007,96.039
3,Japanese Grand Prix,Racing Bulls,LIN,5,9,MEDIUM,5,35.528,43.293,19.232,98.053
3,Japanese Grand Prix,Racing Bulls,LIN,6,10,MEDIUM,6,36.77,42.663,18.056,97.489
3,Japanese Grand Prix,Racing Bulls,LIN,7,10,MEDIUM,7,35.836,42.575,17.979,96.39
3,Japanese Grand Prix,Racing Bulls,LIN,8,10,MEDIUM,8,35.615,42.431,18.037,96.083
3,Japanese Grand Prix,Racing Bulls,LIN,9,10,MEDIUM,9,35.568,42.811,18.011,96.39
3,Japanese Grand Prix,Racing Bulls,LIN,10,10,MEDIUM,10,35.732,42.676,18.083,96.491
3,Japanese Grand Prix,Racing Bulls,LIN,11,10,MEDIUM,11,36.015,42.75,18.374,97.139
3,Japanese Grand Prix,Racing Bulls,LIN,12,10,MEDIUM,12,36.17,44.055,18.484,98.709
3,Japanese Grand Prix,Racing Bulls,LIN,13,10,MEDIUM,13,35.425,42.63,18.187,96.242
3,Japanese Grand Prix,Racing Bulls,LIN,14,10,MEDIUM,14,35.72,42.676,18.138,96.534
3,Japanese Grand Prix,Racing Bulls,LIN,15,10,MEDIUM,15,35.76,42.641,18.888,97.289
3,Japanese Grand Prix,Racing Bulls,LIN,16,10,MEDIUM,16,35.876,42.795,18.152,96.823
3,Japanese Grand Prix,Racing Bulls,LIN,17,10,MEDIUM,17,35.749,42.723,18.08,96.552
3,Japanese Grand Prix,Racing Bulls,LIN,18,12,MEDIUM,18,35.797,42.533,20.866,99.196
3,Japanese Grand Prix,Racing Bulls,LIN,19,16,HARD,1,58.35,42.327,18.073,118.75
3,Japanese Grand Prix,Racing Bulls,LIN,20,16,HARD,2,35.291,42.231,17.942,95.464
3,Japanese Grand Prix,Racing Bulls,LIN,21,16,HARD,3,34.989,42.281,23.531,100.801
3,Japanese Grand Prix,Racing Bulls,LIN,22,16,HARD,4,45.829,56.145,24.795,126.769
3,Japanese Grand Prix,Racing Bulls,LIN,23,14,HARD,5,42.635,59.087,21.979,123.701
3,Japanese Grand Prix,Racing Bulls,LIN,24,14,HARD,6,40.377,59.903,24.885,125.165
3,Japanese Grand Prix,Racing Bulls,LIN,25,14,HARD,7,48.754,75.45,26.337,
3,Japanese Grand Prix,Racing Bulls,LIN,26,14,HARD,8,52.97,65.684,28.676,147.33
3,Japanese Grand Prix,Racing Bulls,LIN,27,14,HARD,9,46.921,60.601,27.085,134.607
3,Japanese Grand Prix,Racing Bulls,LIN,28,14,HARD,10,35.618,42.743,18.06,96.421
3,Japanese Grand Prix,Racing Bulls,LIN,29,14,HARD,11,35.954,42.283,18.168,96.405
3,Japanese Grand Prix,Racing Bulls,LIN,30,13,HARD,12,35.576,41.947,18.201,95.724
3,Japanese Grand Prix,Racing Bulls,LIN,31,14,HARD,13,35.809,42.126,18.027,95.962
3,Japanese Grand Prix,Racing Bulls,LIN,32,14,HARD,14,35.129,41.998,18.01,95.137
3,Japanese Grand Prix,Racing Bulls,LIN,33,14,HARD,15,35.082,42.064,18.014,95.16
3,Japanese Grand Prix,Racing Bulls,LIN,34,14,HARD,16,35.135,42.058,18.032,95.225
3,Japanese Grand Prix,Racing Bulls,LIN,35,14,HARD,17,35.135,42.177,18.09,95.402
3,Japanese Grand Prix,Racing Bulls,LIN,36,14,HARD,18,35.085,41.897,17.978,94.96
3,Japanese Grand Prix,Racing Bulls,LIN,37,14,HARD,19,34.979,41.911,17.97,94.86
3,Japanese Grand Prix,Racing Bulls,LIN,38,14,HARD,20,34.81,41.924,17.989,94.723
3,Japanese Grand Prix,Racing Bulls,LIN,39,14,HARD,21,35.136,41.882,18.078,95.096
3,Japanese Grand Prix,Racing Bulls,LIN,40,14,HARD,22,34.906,41.714,17.901,94.521
3,Japanese Grand Prix,Racing Bulls,LIN,41,14,HARD,23,35.025,41.888,17.94,94.853
3,Japanese Grand Prix,Racing Bulls,LIN,42,14,HARD,24,35.04,41.929,17.995,94.964
3,Japanese Grand Prix,Racing Bulls,LIN,43,14,HARD,25,34.963,41.894,18.028,94.885
3,Japanese Grand Prix,Racing Bulls,LIN,44,14,HARD,26,34.864,41.786,18.119,94.769
3,Japanese Grand Prix,Racing Bulls,LIN,45,14,HARD,27,34.901,41.829,18.003,94.733
3,Japanese Grand Prix,Racing Bulls,LIN,46,14,HARD,28,34.943,41.86,17.873,94.676
3,Japanese Grand Prix,Racing Bulls,LIN,47,14,HARD,29,35.031,41.799,17.886,94.716
3,Japanese Grand Prix,Racing Bulls,LIN,48,14,HARD,30,34.954,41.968,17.95,94.872
3,Japanese Grand Prix,Racing Bulls,LIN,49,14,HARD,31,35.134,42.023,18.072,95.229
3,Japanese Grand Prix,Racing Bulls,LIN,50,14,HARD,32,34.92,41.918,18.007,94.845
3,Japanese Grand Prix,Racing Bulls,LIN,51,14,HARD,33,34.881,41.792,17.927,94.6
3,Japanese Grand Prix,Racing Bulls,LIN,52,14,HARD,34,34.959,41.698,17.928,94.585
3,Japanese Grand Prix,Racing Bulls,LIN,53,14,HARD,35,34.946,41.569,17.799,94.314
3,Japanese Grand Prix,Alpine,COL,1,14,MEDIUM,1,,43.59,18.238,103.16
3,Japanese Grand Prix,Alpine,COL,2,14,MEDIUM,2,35.765,43.056,18.397,97.218
3,Japanese Grand Prix,Alpine,COL,3,13,MEDIUM,3,35.945,42.899,18.36,97.204
3,Japanese Grand Prix,Alpine,COL,4,13,MEDIUM,4,35.661,42.701,18.187,96.549
3,Japanese Grand Prix,Alpine,COL,5,13,MEDIUM,5,35.489,42.743,18.336,96.568
3,Japanese Grand Prix,Alpine,COL,6,13,MEDIUM,6,35.756,42.815,18.336,96.907
3,Japanese Grand Prix,Alpine,COL,7,13,MEDIUM,7,35.528,42.864,18.117,96.509
3,Japanese Grand Prix,Alpine,COL,8,13,MEDIUM,8,35.493,42.809,18.126,96.428
3,Japanese Grand Prix,Alpine,COL,9,13,MEDIUM,9,35.535,42.813,18.224,96.572
3,Japanese Grand Prix,Alpine,COL,10,13,MEDIUM,10,35.872,42.534,18.243,96.649
3,Japanese Grand Prix,Alpine,COL,11,13,MEDIUM,11,35.814,42.63,18.231,96.675
3,Japanese Grand Prix,Alpine,COL,12,13,MEDIUM,12,35.755,42.746,18.421,96.922
3,Japanese Grand Prix,Alpine,COL,13,13,MEDIUM,13,36.529,42.606,18.222,97.357
3,Japanese Grand Prix,Alpine,COL,14,13,MEDIUM,14,35.944,42.694,18.271,96.909
3,Japanese Grand Prix,Alpine,COL,15,13,MEDIUM,15,35.751,42.909,18.181,96.841
3,Japanese Grand Prix,Alpine,COL,16,13,MEDIUM,16,35.913,42.66,18.129,96.702
3,Japanese Grand Prix,Alpine,COL,17,14,MEDIUM,17,35.857,42.713,20.688,99.258
3,Japanese Grand Prix,Alpine,COL,18,17,HARD,1,55.731,42.861,18.293,116.885
3,Japanese Grand Prix,Alpine,COL,19,17,HARD,2,36.229,42.489,18.167,96.885
3,Japanese Grand Prix,Alpine,COL,20,17,HARD,3,35.278,42.354,17.992,95.624
3,Japanese Grand Prix,Alpine,COL,21,17,HARD,4,35.03,43.969,24.166,103.165
3,Japanese Grand Prix,Alpine,COL,22,17,HARD,5,45.289,56.565,24.713,126.567
3,Japanese Grand Prix,Alpine,COL,23,16,HARD,6,42.385,62.123,19.844,124.352
3,Japanese Grand Prix,Alpine,COL,24,16,HARD,7,38.766,60.008,24.782,123.556
3,Japanese Grand Prix,Alpine,COL,25,16,HARD,8,47.963,75.812,26.415,
3,Japanese Grand Prix,Alpine,COL,26,16,HARD,9,52.654,65.258,29.675,147.587
3,Japanese Grand Prix,Alpine,COL,27,16,HARD,10,46.779,60.139,26.452,133.37
3,Japanese Grand Prix,Alpine,COL,28,16,HARD,11,35.926,42.587,18.16,96.673
3,Japanese Grand Prix,Alpine,COL,29,16,HARD,12,35.587,42.386,18.199,96.172
3,Japanese Grand Prix,Alpine,COL,30,16,HARD,13,36.17,42.26,18.045,96.475
3,Japanese Grand Prix,Alpine,COL,31,16,HARD,14,35.415,42.206,18.301,95.922
3,Japanese Grand Prix,Alpine,COL,32,16,HARD,15,35.28,42.079,18.196,95.555
3,Japanese Grand Prix,Alpine,COL,33,16,HARD,16,35.322,42.392,17.958,95.672
3,Japanese Grand Prix,Alpine,COL,34,16,HARD,17,34.992,41.887,17.881,94.76
3,Japanese Grand Prix,Alpine,COL,35,16,HARD,18,34.962,42.209,17.987,95.158
3,Japanese Grand Prix,Alpine,COL,36,16,HARD,19,35.074,42.22,17.834,95.128
3,Japanese Grand Prix,Alpine,COL,37,16,HARD,20,35.119,41.867,17.966,94.952
3,Japanese Grand Prix,Alpine,COL,38,16,HARD,21,35.214,42.071,17.965,95.25
3,Japanese Grand Prix,Alpine,COL,39,16,HARD,22,35.077,42.124,17.932,95.133
3,Japanese Grand Prix,Alpine,COL,40,16,HARD,23,35.091,42.109,18.133,95.333
3,Japanese Grand Prix,Alpine,COL,41,16,HARD,24,34.744,41.851,17.917,94.512
3,Japanese Grand Prix,Alpine,COL,42,16,HARD,25,34.899,42.485,17.981,95.365
3,Japanese Grand Prix,Alpine,COL,43,16,HARD,26,34.735,41.938,18.073,94.746
3,Japanese Grand Prix,Alpine,COL,44,16,HARD,27,34.975,41.93,18.15,95.055
3,Japanese Grand Prix,Alpine,COL,45,16,HARD,28,35.19,41.998,18.17,95.358
3,Japanese Grand Prix,Alpine,COL,46,16,HARD,29,34.936,41.906,18.011,94.853
3,Japanese Grand Prix,Alpine,COL,47,16,HARD,30,34.917,41.905,17.978,94.8
3,Japanese Grand Prix,Alpine,COL,48,16,HARD,31,34.87,42.015,17.939,94.824
3,Japanese Grand Prix,Alpine,COL,49,16,HARD,32,34.987,42.001,18.055,95.043
3,Japanese Grand Prix,Alpine,COL,50,16,HARD,33,34.981,42.151,17.942,95.074
3,Japanese Grand Prix,Alpine,COL,51,16,HARD,34,35.231,42.103,17.951,95.285
3,Japanese Grand Prix,Alpine,COL,52,16,HARD,35,35.064,41.982,17.738,94.784
3,Japanese Grand Prix,Alpine,COL,53,16,HARD,36,35.012,41.857,17.816,94.685
3,Japanese Grand Prix,Ferrari,HAM,1,5,MEDIUM,1,,42.171,18.146,98.386
3,Japanese Grand Prix,Ferrari,HAM,2,6,MEDIUM,2,35.461,42.16,17.875,95.496
3,Japanese Grand Prix,Ferrari,HAM,3,6,MEDIUM,3,35.125,42.265,18.004,95.394
3,Japanese Grand Prix,Ferrari,HAM,4,6,MEDIUM,4,35.248,42.422,18.135,95.805
3,Japanese Grand Prix,Ferrari,HAM,5,6,MEDIUM,5,35.025,42.365,18.063,95.453
3,Japanese Grand Prix,Ferrari,HAM,6,6,MEDIUM,6,34.663,42.37,18.139,95.172
3,Japanese Grand Prix,Ferrari,HAM,7,6,MEDIUM,7,34.837,42.375,18.236,95.448
3,Japanese Grand Prix,Ferrari,HAM,8,6,MEDIUM,8,34.822,42.573,18.17,95.565
3,Japanese Grand Prix,Ferrari,HAM,9,6,MEDIUM,9,34.786,42.681,18.298,95.765
3,Japanese Grand Prix,Ferrari,HAM,10,6,MEDIUM,10,34.796,42.194,18.176,95.166
3,Japanese Grand Prix,Ferrari,HAM,11,6,MEDIUM,11,34.99,42.227,18.217,95.434
3,Japanese Grand Prix,Ferrari,HAM,12,6,MEDIUM,12,34.945,42.205,18.011,95.161
3,Japanese Grand Prix,Ferrari,HAM,13,6,MEDIUM,13,34.974,42.181,18.242,95.397
3,Japanese Grand Prix,Ferrari,HAM,14,6,MEDIUM,14,35.107,42.019,18.157,95.283
3,Japanese Grand Prix,Ferrari,HAM,15,6,MEDIUM,15,34.878,42.06,18.116,95.054
3,Japanese Grand Prix,Ferrari,HAM,16,5,MEDIUM,16,35.135,42.151,18.069,95.355
3,Japanese Grand Prix,Ferrari,HAM,17,4,MEDIUM,17,34.818,42.034,18.024,94.876
3,Japanese Grand Prix,Ferrari,HAM,18,4,MEDIUM,18,34.919,41.921,18.119,94.959
3,Japanese Grand Prix,Ferrari,HAM,19,3,MEDIUM,19,34.878,41.972,18.13,94.98
3,Japanese Grand Prix,Ferrari,HAM,20,3,MEDIUM,20,35.003,41.989,18.176,95.168
3,Japanese Grand Prix,Ferrari,HAM,21,3,MEDIUM,21,34.972,41.846,18.192,95.01
3,Japanese Grand Prix,Ferrari,HAM,22,2,MEDIUM,22,34.993,55.394,26.532,116.919
3,Japanese Grand Prix,Ferrari,HAM,23,4,HARD,1,64.944,62.009,30.437,
3,Japanese Grand Prix,Ferrari,HAM,24,4,HARD,2,51.017,71.609,24.933,147.559
3,Japanese Grand Prix,Ferrari,HAM,25,4,HARD,3,52.871,70.692,27.782,
3,Japanese Grand Prix,Ferrari,HAM,26,4,HARD,4,54.221,63.514,27.991,145.726
3,Japanese Grand Prix,Ferrari,HAM,27,4,HARD,5,49.74,65.341,28.675,143.756
3,Japanese Grand Prix,Ferrari,HAM,28,3,HARD,6,34.464,41.628,17.975,94.067
3,Japanese Grand Prix,Ferrari,HAM,29,3,HARD,7,34.268,41.627,17.847,93.742
3,Japanese Grand Prix,Ferrari,HAM,30,3,HARD,8,34.238,41.651,17.986,93.875
3,Japanese Grand Prix,Ferrari,HAM,31,3,HARD,9,34.176,41.591,17.903,93.67
3,Japanese Grand Prix,Ferrari,HAM,32,3,HARD,10,34.037,41.441,18.023,93.501
3,Japanese Grand Prix,Ferrari,HAM,33,3,HARD,11,33.991,41.566,17.967,93.524
3,Japanese Grand Prix,Ferrari,HAM,34,3,HARD,12,34.092,41.289,17.92,93.301
3,Japanese Grand Prix,Ferrari,HAM,35,3,HARD,13,34.127,41.533,18.036,93.696
3,Japanese Grand Prix,Ferrari,HAM,36,3,HARD,14,34.201,41.314,18.143,93.658
3,Japanese Grand Prix,Ferrari,HAM,37,3,HARD,15,34.165,41.814,17.955,93.934
3,Japanese Grand Prix,Ferrari,HAM,38,3,HARD,16,33.994,41.468,17.974,93.436
3,Japanese Grand Prix,Ferrari,HAM,39,3,HARD,17,34.167,41.376,18.033,93.576
3,Japanese Grand Prix,Ferrari,HAM,40,3,HARD,18,34.11,41.62,18.139,93.869
3,Japanese Grand Prix,Ferrari,HAM,41,3,HARD,19,34.44,41.609,18.128,94.177
3,Japanese Grand Prix,Ferrari,HAM,42,4,HARD,20,35.177,41.585,17.9,94.662
3,Japanese Grand Prix,Ferrari,HAM,43,5,HARD,21,35.047,41.379,17.933,94.359
3,Japanese Grand Prix,Ferrari,HAM,44,5,HARD,22,34.266,41.397,17.973,93.636
3,Japanese Grand Prix,Ferrari,HAM,45,5,HARD,23,34.167,41.343,17.985,93.495
3,Japanese Grand Prix,Ferrari,HAM,46,5,HARD,24,34.231,41.233,17.978,93.442
3,Japanese Grand Prix,Ferrari,HAM,47,6,HARD,25,34.378,41.393,18.905,94.676
3,Japanese Grand Prix,Ferrari,HAM,48,5,HARD,26,33.962,41.108,17.707,92.777
3,Japanese Grand Prix,Ferrari,HAM,49,5,HARD,27,34.368,41.301,18.198,93.867
3,Japanese Grand Prix,Ferrari,HAM,50,6,HARD,28,34.647,42.013,19.029,95.689
3,Japanese Grand Prix,Ferrari,HAM,51,6,HARD,29,33.992,41.784,19.151,94.927
3,Japanese Grand Prix,Ferrari,HAM,52,6,HARD,30,34.367,41.886,17.94,94.193
3,Japanese Grand Prix,Ferrari,HAM,53,6,HARD,31,34.115,41.518,18.036,93.669
3,Japanese Grand Prix,Audi,BOR,1,13,MEDIUM,1,,43.476,18.277,102.93
3,Japanese Grand Prix,Audi,BOR,2,13,MEDIUM,2,35.531,42.947,18.68,97.158
3,Japanese Grand Prix,Audi,BOR,3,15,MEDIUM,3,36.703,43.978,18.243,98.924
3,Japanese Grand Prix,Audi,BOR,4,15,MEDIUM,4,35.653,43.147,18.214,97.014
3,Japanese Grand Prix,Audi,BOR,5,15,MEDIUM,5,35.349,42.992,18.272,96.613
3,Japanese Grand Prix,Audi,BOR,6,15,MEDIUM,6,35.528,42.906,18.217,96.651
3,Japanese Grand Prix,Audi,BOR,7,14,MEDIUM,7,35.083,42.828,18.235,96.146
3,Japanese Grand Prix,Audi,BOR,8,14,MEDIUM,8,35.591,42.793,18.229,96.613
3,Japanese Grand Prix,Audi,BOR,9,14,MEDIUM,9,35.389,42.735,18.109,96.233
3,Japanese Grand Prix,Audi,BOR,10,14,MEDIUM,10,35.551,42.682,18.03,96.263
3,Japanese Grand Prix,Audi,BOR,11,14,MEDIUM,11,35.865,42.752,18.197,96.814
3,Japanese Grand Prix,Audi,BOR,12,14,MEDIUM,12,35.609,42.938,18.195,96.742
3,Japanese Grand Prix,Audi,BOR,13,14,MEDIUM,13,36.159,42.993,18.241,97.393
3,Japanese Grand Prix,Audi,BOR,14,14,MEDIUM,14,35.793,42.953,18.136,96.882
